,Date,PM10,PM2.5,WeekDay,Month_Year
1648,8/26/2019,20,13,2,08-19
1649,8/25/2019,23,26,1,08-19
1650,8/24/2019,22,85,7,08-19
1651,8/23/2019,16,1,6,08-19
1652,8/22/2019,13,75,5,08-19
1653,8/21/2019,12,94,4,08-19
1654,8/20/2019,12,59,3,08-19
1655,8/19/2019,8,74,2,08-19
1656,8/18/2019,6,44,1,08-19
1657,8/17/2019,9,41,7,08-19
1658,8/16/2019,10,11,6,08-19
1659,8/15/2019,8,11,5,08-19
1660,8/14/2019,8,32,4,08-19
1661,8/13/2019,8,83,3,08-19
1662,8/12/2019,10,60,2,08-19
1663,8/11/2019,10,84,1,08-19
1664,8/10/2019,9,33,7,08-19
1665,8/9/2019,11,65,6,08-19
1666,8/8/2019,11,10,5,08-19
1667,8/7/2019,7,9,4,08-19
1668,8/6/2019,10,59,3,08-19
1669,8/5/2019,13,4,2,08-19
1670,8/4/2019,10,73,1,08-19
1671,8/3/2019,11,68,7,08-19
1672,8/2/2019,12,94,6,08-19
1673,8/1/2019,12,24,5,08-19
1674,7/31/2019,12,29,4,07-19
1675,7/30/2019,15,99,3,07-19
1676,7/29/2019,23,51,2,07-19
1677,7/28/2019,15,57,1,07-19
1678,7/27/2019,16,93,7,07-19
1679,7/26/2019,19,40,6,07-19
1680,7/25/2019,18,13,5,07-19
1681,7/24/2019,19,22,4,07-19
1682,7/23/2019,13,20,3,07-19
1683,7/22/2019,11,92,2,07-19
1684,7/21/2019,9,90,1,07-19
1685,7/20/2019,15,44,7,07-19
1686,7/19/2019,15,18,6,07-19
1687,7/18/2019,14,33,5,07-19
1688,7/17/2019,9,42,4,07-19
1689,7/16/2019,8,29,3,07-19
1690,7/15/2019,14,16,2,07-19
1691,7/14/2019,9,64,1,07-19
1692,7/13/2019,7,12,7,07-19
1693,7/12/2019,12,70,6,07-19
1694,7/11/2019,12,48,5,07-19
1695,7/10/2019,10,37,4,07-19
1696,7/9/2019,6,76,3,07-19
1697,7/8/2019,7,89,2,07-19
1698,7/7/2019,8,88,1,07-19
1699,7/6/2019,13,60,7,07-19
1700,7/5/2019,12,36,6,07-19
1701,7/4/2019,13,16,5,07-19
1702,7/3/2019,11,23,4,07-19
1703,7/2/2019,12,14,3,07-19
1704,7/1/2019,23,9,2,07-19
1705,6/30/2019,12,92,1,06-19
1706,6/29/2019,14,62,7,06-19
1707,6/28/2019,16,0,6,06-19
1708,6/27/2019,13,89,5,06-19
1709,6/26/2019,24,12,4,06-19
1710,6/25/2019,16,32,3,06-19
1711,6/24/2019,16,74,2,06-19
1712,6/23/2019,13,39,1,06-19
1713,6/22/2019,14,9,7,06-19
1714,6/21/2019,11,64,6,06-19
1715,6/20/2019,9,56,5,06-19
1716,6/19/2019,15,3,4,06-19
1717,6/18/2019,15,1,3,06-19
1718,6/17/2019,15,7,2,06-19
1719,6/16/2019,9,84,1,06-19
1720,6/15/2019,16,23,7,06-19
1721,6/14/2019,15,99,6,06-19
1722,6/13/2019,10,54,5,06-19
1723,6/12/2019,19,56,4,06-19
1724,6/11/2019,16,52,3,06-19
1725,6/10/2019,13,37,2,06-19
1726,6/9/2019,10,88,1,06-19
1727,6/8/2019,9,18,7,06-19
1728,6/7/2019,12,28,6,06-19
1729,6/6/2019,13,99,5,06-19
1730,6/5/2019,19,36,4,06-19
1731,6/4/2019,13,63,3,06-19
1732,6/3/2019,13,36,2,06-19
1733,6/2/2019,10,76,1,06-19
1734,6/1/2019,11,36,7,06-19
1735,5/31/2019,10,50,6,05-19
1736,5/30/2019,8,40,5,05-19
1737,5/29/2019,11,22,4,05-19
1738,5/28/2019,14,44,3,05-19
1739,5/27/2019,10,29,2,05-19
1740,5/26/2019,9,71,1,05-19
1741,5/25/2019,18,47,7,05-19
1742,5/24/2019,14,51,6,05-19
1743,5/23/2019,11,86,5,05-19
1744,5/22/2019,10,74,4,05-19
1745,5/21/2019,14,1,3,05-19
1746,5/20/2019,21,71,2,05-19
1747,5/19/2019,15,73,1,05-19
1748,5/18/2019,13,86,7,05-19
1749,5/17/2019,16,33,6,05-19
1750,5/16/2019,11,19,5,05-19
1751,5/15/2019,11,93,4,05-19
1752,5/14/2019,11,8,3,05-19
1753,5/13/2019,11,68,2,05-19
1754,5/12/2019,7,18,1,05-19
1755,5/11/2019,7,43,7,05-19
1756,5/10/2019,9,2,6,05-19
1757,5/9/2019,7,42,5,05-19
1758,5/8/2019,13,36,4,05-19
1759,5/7/2019,17,32,3,05-19
1760,5/6/2019,10,51,2,05-19
1761,5/5/2019,7,25,1,05-19
1762,5/4/2019,6,89,7,05-19
1763,5/3/2019,13,58,6,05-19
1764,5/2/2019,27,60,5,05-19
1765,5/1/2019,53,13,4,05-19
1766,4/30/2019,33,12,3,04-19
1767,4/29/2019,11,63,2,04-19
1768,4/28/2019,5,38,1,04-19
1769,4/27/2019,10,5,7,04-19
1770,4/26/2019,15,5,6,04-19
1771,4/25/2019,19,22,5,04-19
1772,4/24/2019,17,72,4,04-19
1773,4/23/2019,25,73,3,04-19
1774,4/22/2019,15,44,2,04-19
1775,4/21/2019,17,62,1,04-19
1776,4/20/2019,22,9,7,04-19
1777,4/19/2019,15,95,6,04-19
1778,4/18/2019,20,6,5,04-19
1779,4/17/2019,21,16,4,04-19
1780,4/16/2019,21,83,3,04-19
1781,4/15/2019,26,98,2,04-19
1782,4/14/2019,20,10,1,04-19
1783,4/13/2019,28,25,7,04-19
1784,4/12/2019,20,96,6,04-19
1785,4/11/2019,22,9,5,04-19
1786,4/10/2019,30,82,4,04-19
1787,4/9/2019,40,49,3,04-19
1788,4/8/2019,27,57,2,04-19
1789,4/7/2019,14,84,1,04-19
1790,4/6/2019,26,97,7,04-19
1791,4/5/2019,50,3,6,04-19
1792,4/4/2019,29,39,5,04-19
1793,4/3/2019,32,16,4,04-19
1794,4/2/2019,24,4,3,04-19
1795,4/1/2019,18,87,2,04-19
1796,3/31/2019,28,11,1,03-19
1797,3/30/2019,16,31,7,03-19
1798,3/29/2019,15,34,6,03-19
1799,3/28/2019,13,24,5,03-19
1800,3/27/2019,9,83,4,03-19
1801,3/26/2019,7,63,3,03-19
1802,3/25/2019,10,24,2,03-19
1803,3/24/2019,50,72,1,03-19
1804,3/23/2019,32,14,7,03-19
1805,3/22/2019,28,16,6,03-19
1806,3/21/2019,18,58,5,03-19
1807,3/20/2019,13,59,4,03-19
1808,3/19/2019,11,0,3,03-19
1809,3/18/2019,5,8,2,03-19
1810,3/17/2019,5,27,1,03-19
1811,3/16/2019,3,63,7,03-19
1812,3/15/2019,3,97,6,03-19
1813,3/14/2019,3,86,5,03-19
1814,3/13/2019,4,27,4,03-19
1815,3/12/2019,9,51,3,03-19
1816,3/11/2019,3,83,2,03-19
1817,3/10/2019,5,45,1,03-19
1818,3/9/2019,2,73,7,03-19
1819,3/8/2019,6,5,6,03-19
1820,3/7/2019,7,61,5,03-19
1821,3/6/2019,9,11,4,03-19
1822,3/5/2019,5,15,3,03-19
1823,3/4/2019,8,84,2,03-19
1824,3/3/2019,8,10,1,03-19
1825,3/2/2019,19,57,7,03-19
1826,3/1/2019,15,53,6,03-19
1827,2/28/2019,29,55,5,02-19
1828,2/27/2019,23,78,4,02-19
1829,2/26/2019,24,85,3,02-19
1830,2/25/2019,21,54,2,02-19
1831,2/24/2019,15,18,1,02-19
1832,2/23/2019,15,37,7,02-19
1833,2/22/2019,15,38,6,02-19
1834,2/21/2019,30,49,5,02-19
1835,2/20/2019,23,67,4,02-19
1836,2/19/2019,20,39,3,02-19
1837,2/18/2019,23,3,2,02-19
1838,2/17/2019,22,44,1,02-19
1839,2/16/2019,17,1,7,02-19
1840,2/15/2019,22,48,6,02-19
1841,2/14/2019,20,74,5,02-19
1842,2/13/2019,16,89,4,02-19
1843,2/12/2019,7,73,3,02-19
1844,2/11/2019,6,13,2,02-19
1845,2/10/2019,4,68,1,02-19
1846,2/9/2019,5,90,7,02-19
1847,2/8/2019,13,47,6,02-19
1848,2/7/2019,20,72,5,02-19
1849,2/6/2019,24,32,4,02-19
1850,2/5/2019,19,78,3,02-19
1851,2/4/2019,13,20,2,02-19
1852,2/3/2019,25,2,1,02-19
1853,2/2/2019,37,57,7,02-19
1854,2/1/2019,29,22,6,02-19
1855,1/31/2019,16,8,5,01-19
1856,1/30/2019,16,0,4,01-19
1857,1/29/2019,8,90,3,01-19
1858,1/28/2019,3,31,2,01-19
1859,1/27/2019,10,30,1,01-19
1860,1/26/2019,6,45,7,01-19
1861,1/25/2019,46,23,6,01-19
1862,1/24/2019,77,84,5,01-19
1863,1/23/2019,53,14,4,01-19
1864,1/22/2019,34,83,3,01-19
1865,1/21/2019,32,60,2,01-19
1866,1/20/2019,27,27,1,01-19
1867,1/19/2019,20,69,7,01-19
1868,1/18/2019,7,70,6,01-19
1869,1/17/2019,14,3,5,01-19
1870,1/16/2019,8,18,4,01-19
1871,1/15/2019,11,18,3,01-19
1872,1/14/2019,7,82,2,01-19
1873,1/13/2019,2,1,1,01-19
1874,1/12/2019,3,65,7,01-19
1875,1/11/2019,8,15,6,01-19
1876,1/10/2019,5,73,5,01-19
1877,1/9/2019,4,12,4,01-19
1878,1/8/2019,2,66,3,01-19
1879,1/7/2019,4,80,2,01-19
1880,1/6/2019,6,26,1,01-19
1881,1/5/2019,2,28,7,01-19
1882,1/4/2019,9,13,6,01-19
1883,1/3/2019,9,37,5,01-19
1884,1/2/2019,10,52,4,01-19
1885,1/1/2019,9,58,3,01-19
1886,12/31/2018,8,43,2,12-18
1887,12/30/2018,4,91,1,12-18
1888,12/29/2018,11,2,7,12-18
1889,12/28/2018,13,94,6,12-18
1890,12/27/2018,12,79,5,12-18
1891,12/26/2018,10,11,4,12-18
1892,12/25/2018,13,31,3,12-18
1893,12/24/2018,3,38,2,12-18
1894,12/23/2018,9,12,1,12-18
1895,12/22/2018,4,11,7,12-18
1896,12/21/2018,4,65,6,12-18
1897,12/20/2018,16,93,5,12-18
1898,12/19/2018,14,86,4,12-18
1899,12/18/2018,11,49,3,12-18
1900,12/17/2018,13,64,2,12-18
1901,12/16/2018,21,69,1,12-18
1902,12/15/2018,30,37,7,12-18
1903,12/14/2018,34,27,6,12-18
1904,12/13/2018,24,73,5,12-18
1905,12/12/2018,8,89,4,12-18
1906,12/11/2018,6,91,3,12-18
1907,12/10/2018,5,40,2,12-18
1908,12/9/2018,2,37,1,12-18
1909,12/8/2018,3,33,7,12-18
1910,12/7/2018,5,41,6,12-18
1911,12/6/2018,12,51,5,12-18
1912,12/5/2018,15,55,4,12-18
1913,12/4/2018,7,98,3,12-18
1914,12/3/2018,3,88,2,12-18
1915,12/2/2018,5,61,1,12-18
1916,12/1/2018,13,99,7,12-18
1917,11/30/2018,22,18,6,11-18
1918,11/29/2018,27,53,5,11-18
1919,11/28/2018,29,44,4,11-18
1920,11/27/2018,35,88,3,11-18
1921,11/26/2018,28,40,2,11-18
1922,11/25/2018,15,99,1,11-18
1923,11/24/2018,13,94,7,11-18
1924,11/23/2018,20,97,6,11-18
1925,11/22/2018,35,5,5,11-18
1926,11/21/2018,32,13,4,11-18
1927,11/20/2018,25,6,3,11-18
1928,11/19/2018,24,89,2,11-18
1929,11/18/2018,40,30,1,11-18
1930,11/17/2018,27,2,7,11-18
1931,11/16/2018,25,93,6,11-18
1932,11/15/2018,16,13,5,11-18
1933,11/14/2018,15,31,4,11-18
1934,11/13/2018,5,66,3,11-18
1935,11/12/2018,12,51,2,11-18
1936,11/11/2018,12,76,1,11-18
1937,11/10/2018,14,37,7,11-18
1938,11/9/2018,24,85,6,11-18
1939,11/8/2018,22,79,5,11-18
1940,11/7/2018,29,6,4,11-18
1941,11/6/2018,27,15,3,11-18
1942,11/5/2018,30,15,2,11-18
1943,11/4/2018,25,54,1,11-18
1944,11/3/2018,30,20,7,11-18
1945,11/2/2018,18,82,6,11-18
1946,11/1/2018,18,16,5,11-18
1947,10/31/2018,10,72,4,10-18
1948,10/30/2018,7,16,3,10-18
1949,10/29/2018,11,68,2,10-18
1950,10/28/2018,8,18,1,10-18
1951,10/27/2018,11,58,7,10-18
1952,10/26/2018,25,1,6,10-18
1953,10/25/2018,13,52,5,10-18
1954,10/24/2018,3,61,4,10-18
1955,10/23/2018,12,65,3,10-18
1956,10/22/2018,18,6,2,10-18
1957,10/21/2018,17,99,1,10-18
1958,10/20/2018,26,28,7,10-18
1959,10/19/2018,29,72,6,10-18
1960,10/18/2018,49,24,5,10-18
1961,10/17/2018,38,6,4,10-18
1962,10/16/2018,33,89,3,10-18
1963,10/15/2018,26,32,2,10-18
1964,10/14/2018,27,20,1,10-18
1965,10/13/2018,29,79,7,10-18
1966,10/12/2018,30,47,6,10-18
1967,10/11/2018,28,14,5,10-18
1968,10/10/2018,28,96,4,10-18
1969,10/9/2018,23,47,3,10-18
1970,10/8/2018,21,76,2,10-18
1971,10/7/2018,21,41,1,10-18
1972,10/6/2018,18,76,7,10-18
1973,10/5/2018,15,82,6,10-18
1974,10/4/2018,16,0,5,10-18
1975,10/3/2018,10,64,4,10-18
1976,10/2/2018,7,2,3,10-18
1977,10/1/2018,13,46,2,10-18
1978,9/30/2018,9,38,1,09-18
1979,9/29/2018,13,69,7,09-18
1980,9/28/2018,17,24,6,09-18
1981,9/27/2018,13,29,5,09-18
1982,9/26/2018,10,70,4,09-18
1983,9/25/2018,9,21,3,09-18
1984,9/24/2018,5,24,2,09-18
1985,9/23/2018,3,61,1,09-18
1986,9/22/2018,7,15,7,09-18
1987,9/21/2018,14,12,6,09-18
1988,9/20/2018,17,49,5,09-18
1989,9/19/2018,16,88,4,09-18
1990,9/18/2018,21,65,3,09-18
1991,9/17/2018,26,2,2,09-18
1992,9/16/2018,11,37,1,09-18
1993,9/15/2018,11,76,7,09-18
1994,9/14/2018,19,40,6,09-18
1995,9/13/2018,25,90,5,09-18
1996,9/12/2018,16,23,4,09-18
1997,9/11/2018,13,1,3,09-18
1998,9/10/2018,12,12,2,09-18
1999,9/9/2018,9,76,1,09-18
2000,9/8/2018,11,88,7,09-18
2001,9/7/2018,17,67,6,09-18
2002,9/6/2018,20,70,5,09-18
2003,9/5/2018,20,97,4,09-18
2004,9/4/2018,32,87,3,09-18
2005,9/3/2018,26,2,2,09-18
2006,9/2/2018,14,87,1,09-18
2007,9/1/2018,16,45,7,09-18
2008,8/31/2018,16,92,6,08-18
2009,8/30/2018,11,43,5,08-18
2010,8/29/2018,18,20,4,08-18
2011,8/28/2018,14,58,3,08-18
2012,8/27/2018,8,53,2,08-18
2013,8/26/2018,5,67,1,08-18
2014,8/25/2018,8,47,7,08-18
2015,8/24/2018,13,29,6,08-18
2016,8/23/2018,19,93,5,08-18
2017,8/22/2018,17,47,4,08-18
2018,8/21/2018,16,55,3,08-18
2019,8/20/2018,18,11,2,08-18
2020,8/19/2018,15,90,1,08-18
2021,8/18/2018,18,27,7,08-18
2022,8/17/2018,15,47,6,08-18
2023,8/16/2018,13,99,5,08-18
2024,8/15/2018,14,86,4,08-18
2025,8/14/2018,7,72,3,08-18
2026,8/13/2018,12,63,2,08-18
2027,8/12/2018,9,6,1,08-18
2028,8/11/2018,8,78,7,08-18
2029,8/10/2018,10,35,6,08-18
2030,8/9/2018,18,52,5,08-18
2031,8/8/2018,18,3,4,08-18
2032,8/7/2018,14,52,3,08-18
2033,8/6/2018,11,69,2,08-18
2034,8/5/2018,11,61,1,08-18
2035,8/4/2018,20,34,7,08-18
2036,8/3/2018,22,4,6,08-18
2037,8/2/2018,19,75,5,08-18
2038,8/1/2018,21,89,4,08-18
2039,7/31/2018,20,75,3,07-18
2040,7/30/2018,20,7,2,07-18
2041,7/29/2018,10,84,1,07-18
2042,7/28/2018,16,62,7,07-18
2043,7/27/2018,17,16,6,07-18
2044,7/26/2018,16,76,5,07-18
2045,7/25/2018,17,94,4,07-18
2046,7/24/2018,18,48,3,07-18
2047,7/23/2018,19,65,2,07-18
2048,7/22/2018,16,10,1,07-18
2049,7/21/2018,18,19,7,07-18
2050,7/20/2018,17,13,6,07-18
2051,7/19/2018,15,9,5,07-18
2052,7/18/2018,15,31,4,07-18
2053,7/17/2018,16,91,3,07-18
2054,7/16/2018,14,13,2,07-18
2055,7/15/2018,14,85,1,07-18
2056,7/14/2018,13,47,7,07-18
2057,7/13/2018,15,98,6,07-18
2058,7/12/2018,10,94,5,07-18
2059,7/11/2018,10,34,4,07-18
2060,7/10/2018,8,39,3,07-18
2061,7/9/2018,12,86,2,07-18
2062,7/8/2018,13,32,1,07-18
2063,7/7/2018,9,44,7,07-18
2064,7/6/2018,13,59,6,07-18
2065,7/5/2018,14,61,5,07-18
2066,7/4/2018,14,60,4,07-18
2067,7/3/2018,11,25,3,07-18
2068,7/2/2018,9,37,2,07-18
2069,7/1/2018,7,91,1,07-18
2070,6/30/2018,10,19,7,06-18
2071,6/29/2018,15,75,6,06-18
2072,6/28/2018,15,53,5,06-18
2073,6/27/2018,11,19,4,06-18
2074,6/26/2018,13,43,3,06-18
2075,6/25/2018,7,66,2,06-18
2076,6/24/2018,8,16,1,06-18
2077,6/23/2018,7,80,7,06-18
2078,6/22/2018,5,86,6,06-18
2079,6/21/2018,15,79,5,06-18
2080,6/20/2018,12,21,4,06-18
2081,6/19/2018,11,28,3,06-18
2082,6/18/2018,10,85,2,06-18
2083,6/17/2018,15,39,1,06-18
2084,6/16/2018,21,13,7,06-18
2085,6/15/2018,16,82,6,06-18
2086,6/14/2018,10,92,5,06-18
2087,6/13/2018,11,8,4,06-18
2088,6/12/2018,22,14,3,06-18
2089,6/11/2018,33,41,2,06-18
2090,6/10/2018,19,3,1,06-18
2091,6/9/2018,21,50,7,06-18
2092,6/8/2018,19,18,6,06-18
2093,6/7/2018,17,98,5,06-18
2094,6/6/2018,NA,NA,4,06-18
2095,6/5/2018,28,65,3,06-18
2096,6/4/2018,15,95,2,06-18
2097,6/3/2018,11,58,1,06-18
2098,6/2/2018,8,86,7,06-18
2099,6/1/2018,13,51,6,06-18
2100,5/31/2018,19,45,5,05-18
2101,5/30/2018,18,35,4,05-18
2102,5/29/2018,21,5,3,05-18
2103,5/28/2018,16,95,2,05-18
2104,5/27/2018,16,55,1,05-18
2105,5/26/2018,18,78,7,05-18
2106,5/25/2018,17,10,6,05-18
2107,5/24/2018,15,30,5,05-18
2108,5/23/2018,18,35,4,05-18
2109,5/22/2018,18,68,3,05-18
2110,5/21/2018,12,62,2,05-18
2111,5/20/2018,16,46,1,05-18
2112,5/19/2018,29,0,7,05-18
2113,5/18/2018,18,72,6,05-18
2114,5/17/2018,24,85,5,05-18
2115,5/16/2018,21,29,4,05-18
2116,5/15/2018,19,8,3,05-18
2117,5/14/2018,22,28,2,05-18
2118,5/13/2018,14,98,1,05-18
2119,5/12/2018,20,0,7,05-18
2120,5/11/2018,22,71,6,05-18
2121,5/10/2018,16,47,5,05-18
2122,5/9/2018,20,61,4,05-18
2123,5/8/2018,18,31,3,05-18
2124,5/7/2018,16,59,2,05-18
2125,5/6/2018,11,57,1,05-18
2126,5/5/2018,15,58,7,05-18
2127,5/4/2018,14,72,6,05-18
2128,5/3/2018,35,40,5,05-18
2129,5/2/2018,20,95,4,05-18
2130,5/1/2018,11,18,3,05-18
2131,4/30/2018,40,63,2,04-18
2132,4/29/2018,28,29,1,04-18
2133,4/28/2018,18,23,7,04-18
2134,4/27/2018,14,21,6,04-18
2135,4/26/2018,11,9,5,04-18
2136,4/25/2018,15,56,4,04-18
2137,4/24/2018,16,2,3,04-18
2138,4/23/2018,24,7,2,04-18
2139,4/22/2018,21,85,1,04-18
2140,4/21/2018,28,7,7,04-18
2141,4/20/2018,22,0,6,04-18
2142,4/19/2018,26,34,5,04-18
2143,4/18/2018,21,98,4,04-18
2144,4/17/2018,27,58,3,04-18
2145,4/16/2018,24,46,2,04-18
2146,4/15/2018,13,23,1,04-18
2147,4/14/2018,9,43,7,04-18
2148,4/13/2018,15,29,6,04-18
2149,4/12/2018,25,12,5,04-18
2150,4/11/2018,25,53,4,04-18
2151,4/10/2018,22,77,3,04-18
2152,4/9/2018,28,74,2,04-18
2153,4/8/2018,17,81,1,04-18
2154,4/7/2018,15,10,7,04-18
2155,4/6/2018,14,47,6,04-18
2156,4/5/2018,6,68,5,04-18
2157,4/4/2018,22,9,4,04-18
2158,4/3/2018,12,56,3,04-18
2159,4/2/2018,12,82,2,04-18
2160,4/1/2018,16,4,1,04-18
2161,3/31/2018,14,93,7,03-18
2162,3/30/2018,12,68,6,03-18
2163,3/29/2018,10,16,5,03-18
2164,3/28/2018,17,1,4,03-18
2165,3/27/2018,31,94,3,03-18
2166,3/26/2018,48,86,2,03-18
2167,3/25/2018,29,4,1,03-18
2168,3/24/2018,21,4,7,03-18
2169,3/23/2018,16,80,6,03-18
2170,3/22/2018,18,46,5,03-18
2171,3/21/2018,16,91,4,03-18
2172,3/20/2018,22,44,3,03-18
2173,3/19/2018,33,24,2,03-18
2174,3/18/2018,22,44,1,03-18
2175,3/17/2018,18,33,7,03-18
2176,3/16/2018,23,74,6,03-18
2177,3/15/2018,20,51,5,03-18
2178,3/14/2018,9,57,4,03-18
2179,3/13/2018,5,55,3,03-18
2180,3/12/2018,18,22,2,03-18
2181,3/11/2018,15,70,1,03-18
2182,3/10/2018,16,8,7,03-18
2183,3/9/2018,12,25,6,03-18
2184,3/8/2018,11,31,5,03-18
2185,3/7/2018,29,64,4,03-18
2186,3/6/2018,54,92,3,03-18
2187,3/5/2018,61,27,2,03-18
2188,3/4/2018,50,60,1,03-18
2189,3/3/2018,58,7,7,03-18
2190,3/2/2018,55,29,6,03-18
2191,3/1/2018,44,23,5,03-18
2192,2/28/2018,41,11,4,02-18
2193,2/27/2018,38,13,3,02-18
2194,2/26/2018,29,54,2,02-18
2195,2/25/2018,19,35,1,02-18
2196,2/24/2018,31,68,7,02-18
2197,2/23/2018,41,81,6,02-18
2198,2/22/2018,36,6,5,02-18
2199,2/21/2018,56,82,4,02-18
2200,2/20/2018,50,35,3,02-18
2201,2/19/2018,30,25,2,02-18
2202,2/18/2018,26,49,1,02-18
2203,2/17/2018,32,67,7,02-18
2204,2/16/2018,20,51,6,02-18
2205,2/15/2018,26,36,5,02-18
2206,2/14/2018,39,39,4,02-18
2207,2/13/2018,25,64,3,02-18
2208,2/12/2018,8,43,2,02-18
2209,2/11/2018,9,85,1,02-18
2210,2/10/2018,39,56,7,02-18
2211,2/9/2018,60,82,6,02-18
2212,2/8/2018,85,73,5,02-18
2213,2/7/2018,53,11,4,02-18
2214,2/6/2018,36,42,3,02-18
2215,2/5/2018,31,28,2,02-18
2216,2/4/2018,13,28,1,02-18
2217,2/3/2018,9,55,7,02-18
2218,2/2/2018,8,79,6,02-18
2219,2/1/2018,8,25,5,02-18
2220,1/31/2018,6,95,4,01-18
2221,1/30/2018,9,93,3,01-18
2222,1/29/2018,3,75,2,01-18
2223,1/28/2018,6,11,1,01-18
2224,1/27/2018,14,77,7,01-18
2225,1/26/2018,25,72,6,01-18
2226,1/25/2018,11,78,5,01-18
2227,1/24/2018,7,19,4,01-18
2228,1/23/2018,12,11,3,01-18
2229,1/22/2018,10,18,2,01-18
2230,1/21/2018,13,82,1,01-18
2231,1/20/2018,7,21,7,01-18
2232,1/19/2018,8,4,6,01-18
2233,1/18/2018,5,17,5,01-18
2234,1/17/2018,4,83,4,01-18
2235,1/16/2018,3,47,3,01-18
2236,1/15/2018,15,15,2,01-18
2237,1/14/2018,17,86,1,01-18
2238,1/13/2018,25,78,7,01-18
2239,1/12/2018,31,65,6,01-18
2240,1/11/2018,16,15,5,01-18
2241,1/10/2018,24,46,4,01-18
2242,1/9/2018,21,88,3,01-18
2243,1/8/2018,23,17,2,01-18
2244,1/7/2018,5,98,1,01-18
2245,1/6/2018,10,23,7,01-18
2246,1/5/2018,8,87,6,01-18
2247,1/4/2018,7,35,5,01-18
2248,1/3/2018,3,74,4,01-18
2249,1/2/2018,4,36,3,01-18
2250,1/1/2018,11,78,2,01-18
2251,12/31/2017,6,54,1,12-17
2252,12/30/2017,5,90,7,12-17
2253,12/29/2017,8,59,6,12-17
2254,12/28/2017,9,36,5,12-17
2255,12/27/2017,11,28,4,12-17
2256,12/26/2017,6,87,3,12-17
2257,12/25/2017,4,2,2,12-17
2258,12/24/2017,2,55,1,12-17
2259,12/23/2017,8,49,7,12-17
2260,12/22/2017,13,51,6,12-17
2261,12/21/2017,6,10,5,12-17
2262,12/20/2017,9,23,4,12-17
2263,12/19/2017,18,29,3,12-17
2264,12/18/2017,15,2,2,12-17
2265,12/17/2017,6,88,1,12-17
2266,12/16/2017,9,83,7,12-17
2267,12/15/2017,6,76,6,12-17
2268,12/14/2017,6,2,5,12-17
2269,12/13/2017,9,20,4,12-17
2270,12/12/2017,6,29,3,12-17
2271,12/11/2017,6,43,2,12-17
2272,12/10/2017,7,6,1,12-17
2273,12/9/2017,6,23,7,12-17
2274,12/8/2017,7,22,6,12-17
2275,12/7/2017,12,77,5,12-17
2276,12/6/2017,13,73,4,12-17
2277,12/5/2017,8,51,3,12-17
2278,12/4/2017,8,46,2,12-17
2279,12/3/2017,16,16,1,12-17
2280,12/2/2017,25,57,7,12-17
2281,12/1/2017,29,33,6,12-17
2282,11/30/2017,20,55,5,11-17
2283,11/29/2017,31,39,4,11-17
2284,11/28/2017,3,77,3,11-17
2285,11/27/2017,6,35,2,11-17
2286,11/26/2017,6,24,1,11-17
2287,11/25/2017,3,87,7,11-17
2288,11/24/2017,14,64,6,11-17
2289,11/23/2017,16,57,5,11-17
2290,11/22/2017,10,99,4,11-17
2291,11/21/2017,2,64,3,11-17
2292,11/20/2017,6,15,2,11-17
2293,11/19/2017,5,51,1,11-17
2294,11/18/2017,13,10,7,11-17
2295,11/17/2017,13,67,6,11-17
2296,11/16/2017,20,65,5,11-17
2297,11/15/2017,18,78,4,11-17
2298,11/14/2017,13,41,3,11-17
2299,11/13/2017,8,44,2,11-17
2300,11/12/2017,5,48,1,11-17
2301,11/11/2017,7,41,7,11-17
2302,11/10/2017,11,90,6,11-17
2303,11/9/2017,27,67,5,11-17
2304,11/8/2017,38,84,4,11-17
2305,11/7/2017,29,15,3,11-17
2306,11/6/2017,16,94,2,11-17
2307,11/5/2017,15,25,1,11-17
2308,11/4/2017,21,6,7,11-17
2309,11/3/2017,22,54,6,11-17
2310,11/2/2017,18,0,5,11-17
2311,11/1/2017,16,4,4,11-17
2312,10/31/2017,5,88,3,10-17
2313,10/30/2017,9,9,2,10-17
2314,10/29/2017,5,33,1,10-17
2315,10/28/2017,8,22,7,10-17
2316,10/27/2017,6,63,6,10-17
2317,10/26/2017,14,89,5,10-17
2318,10/25/2017,6,92,4,10-17
2319,10/24/2017,9,25,3,10-17
2320,10/23/2017,7,62,2,10-17
2321,10/22/2017,5,67,1,10-17
2322,10/21/2017,10,78,7,10-17
2323,10/20/2017,18,16,6,10-17
2324,10/19/2017,24,61,5,10-17
2325,10/18/2017,36,25,4,10-17
2326,10/17/2017,37,17,3,10-17
2327,10/16/2017,26,3,2,10-17
2328,10/15/2017,16,26,1,10-17
2329,10/14/2017,16,52,7,10-17
2330,10/13/2017,17,3,6,10-17
2331,10/12/2017,12,80,5,10-17
2332,10/11/2017,10,83,4,10-17
2333,10/10/2017,9,39,3,10-17
2334,10/9/2017,13,11,2,10-17
2335,10/8/2017,3,93,1,10-17
2336,10/7/2017,6,52,7,10-17
2337,10/6/2017,5,53,6,10-17
2338,10/5/2017,7,49,5,10-17
2339,10/4/2017,14,34,4,10-17
2340,10/3/2017,6,95,3,10-17
2341,10/2/2017,7,56,2,10-17
2342,10/1/2017,6,67,1,10-17
2343,9/30/2017,25,13,7,09-17
2344,9/29/2017,27,8,6,09-17
2345,9/28/2017,28,2,5,09-17
